id_chamado,data_inicio,data_fim,id_bairro,id_territorialidade,id_logradouro,numero_logradouro,id_unidade_organizacional,nome_unidade_organizacional,id_unidade_organizacional_mae,unidade_organizacional_ouvidoria,categoria,id_tipo,tipo,id_subtipo,subtipo,status,longitude,latitude,data_alvo_finalizacao,data_alvo_diagnostico,data_real_diagnostico,tempo_prazo,prazo_unidade,prazo_tipo,dentro_prazo,situacao,tipo_situacao,justificativa_status,reclamacoes,data_particao,geometry
18332881,2023-02-20T19:06:17,2023-02-24T07:44:14,115,4,40931,240,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.341356,-22.9392809,2023-02-27T19:06:00,,,,D,F,No prazo,Encerrado,Não atendido,,0,2023-02-01,POINT(-43.341356 -22.9392809)
18331283,2023-02-20T00:55:16,2023-02-28T10:26:10,89,3,24851,0,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.3536702,-22.862446,2023-02-27T00:55:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2023-02-01,POINT(-43.3536702 -22.862446)
18329409,2023-02-18T20:23:06,2023-02-24T10:45:43,80,3,77651,156,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.3142754,-22.8753444,2023-02-25T20:23:00,,,,D,F,No prazo,Encerrado,Não atendido,,0,2023-02-01,POINT(-43.3142754 -22.8753444)
18329906,2023-02-19T07:30:49,2023-02-27T08:48:55,84,3,29918,324,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,,,2023-02-26T07:30:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2023-02-01,
17681915,2022-09-09T17:42:42,2022-09-17T11:01:03,24,2,66076,13,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.1890198,-22.9762824,2022-09-16T17:42:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2022-09-01,POINT(-43.1890198 -22.9762824)
17684352,2022-09-10T23:47:18,2022-09-19T08:33:56,35,2,76174,347,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.2385163,-22.92706,2022-09-17T23:47:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2022-09-01,POINT(-43.2385163 -22.92706)
17663342,2022-09-03T20:24:31,2022-09-11T08:59:11,36,2,72892,224,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.2401823,-22.9196921,2022-09-10T20:24:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2022-09-01,POINT(-43.2401823 -22.9196921)
17682510,2022-09-09T22:27:18,2022-09-17T10:07:52,37,2,66332,30,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.2470396,-22.9261377,2022-09-16T22:27:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2022-09-01,POINT(-43.2470396 -22.9261377)
17678587,2022-09-09T00:02:11,2022-09-17T08:14:54,83,3,22590,200,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,,,2022-09-16T00:02:00,,,,D,F,Fora do prazo,Encerrado,Não atendido,,0,2022-09-01,
17683780,2022-09-10T16:05:02,2022-09-10T20:06:10,116,4,33589,556,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Sem possibilidade de atendimento,-43.3406353,-22.9659225,2022-09-17T16:05:00,,,,D,F,No prazo,Encerrado,Não atendido,,2,2022-09-01,POINT(-43.3406353 -22.9659225)
