id_chamado,data_inicio,data_fim,id_bairro,id_territorialidade,id_logradouro,numero_logradouro,id_unidade_organizacional,nome_unidade_organizacional,id_unidade_organizacional_mae,unidade_organizacional_ouvidoria,categoria,id_tipo,tipo,id_subtipo,subtipo,status,longitude,latitude,data_alvo_finalizacao,data_alvo_diagnostico,data_real_diagnostico,tempo_prazo,prazo_unidade,prazo_tipo,dentro_prazo,situacao,tipo_situacao,justificativa_status,reclamacoes,data_particao,geometry
18516201,2023-04-01T00:09:00,,128,4,88054,402,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Em Andamento,-43.305044400000007,-23.0118117,2023-04-08T00:09:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.3050444 -23.0118117)
18516202,2023-04-01T00:09:10,,128,4,88062,469,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Em Andamento,-43.3039235,-23.0114735,2023-04-08T00:09:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.3039235 -23.0114735)
18516217,2023-04-01T00:18:31,,115,4,42382,1184,8,RIOLUZ - Companhia Municipal de Energia e Iluminação,RIOLUZ - Companhia Municipal de Energia e Iluminação,False,Serviço,1,Iluminação Pública,6,Reparo de lâmpada apagada,Aberto,,,2023-04-05T00:18:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,
18516209,2023-04-01T00:14:03,2023-04-01T01:41:53,144,5,24166,1245,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,782,Estacionamento Irregular,2966,Fiscalização de estacionamento irregular de veículo,Não constatado,,,2023-04-01T02:14:00,,,,H,F,No prazo,Encerrado,Não constatado,,0,2023-04-01,
18516219,2023-04-01T00:18:32,2023-04-01T01:32:42,151,5,7211,,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,782,Estacionamento Irregular,2966,Fiscalização de estacionamento irregular de veículo,Fechado com solução,,,2023-04-01T02:18:00,,,,H,F,No prazo,Encerrado,Atendido,,0,2023-04-01,
18516182,2023-04-01T00:00:55,,144,5,27730,132,8,RIOLUZ - Companhia Municipal de Energia e Iluminação,RIOLUZ - Companhia Municipal de Energia e Iluminação,False,Serviço,1,Iluminação Pública,6,Reparo de lâmpada apagada,Aberto,-43.5625661,-22.916721400000004,2023-04-05T00:00:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.5625661 -22.9167214)
18516241,2023-04-01T00:40:21,,141,5,38125,343,1116,CTMT,CET-RIO - Companhia de Engenharia de Tráfego do RJ,False,Serviço,11,Semáforo,190,Revisão de programação de sinal de trânsito ,Aberto,-43.455509000000006,-22.862619,2023-05-31T00:40:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.455509 -22.862619)
18516268,2023-04-01T01:40:40,,144,5,17152,3006,82,CLF - Coordenadoria de Licenciamento e Fiscalização,CLF - Coordenadoria de Licenciamento e Fiscalização,False,Serviço,246,Ocupação de área pública,1098,Fiscalização de banca de jornal,Aberto,-43.5611465,-22.906498300000003,2023-05-01T01:40:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.5611465 -22.9064983)
18516248,2023-04-01T00:58:48,,141,5,38141,154,82,CLF - Coordenadoria de Licenciamento e Fiscalização,CLF - Coordenadoria de Licenciamento e Fiscalização,False,Serviço,246,Ocupação de área pública,1111,Fiscalização da ocupação de área pública por mesas e cadeiras ,Aberto,-43.455952,-22.8714502,2023-05-01T00:58:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.455952 -22.8714502)
18516191,2023-04-01T00:04:35,,144,5,27730,127,118,COMLURB - Companhia Municipal de Limpeza Urbana,COMLURB - Companhia Municipal de Limpeza Urbana,False,Serviço,272,Limpeza,1279,Capina em logradouro,Aberto,-43.562628300000007,-22.9167715,2023-04-21T00:04:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.5626283 -22.9167715)
18516205,2023-04-01T00:11:30,,139,5,7880,310,118,COMLURB - Companhia Municipal de Limpeza Urbana,COMLURB - Companhia Municipal de Limpeza Urbana,False,Serviço,272,Limpeza,1298,Remoção de resíduos no logradouro,Aberto,-43.417526699999996,-22.887766199999998,2023-04-04T00:00:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.4175267 -22.8877662)
18516249,2023-04-01T00:59:40,,144,5,24166,43,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Em Andamento,-43.563247,-22.8796648,2023-04-08T00:59:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.563247 -22.8796648)
18516195,2023-04-01T00:07:07,,145,5,29850,118,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Em Andamento,-43.537462,-22.891154,2023-04-08T00:07:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,POINT(-43.537462 -22.891154)
18516207,2023-04-01T00:13:28,,144,5,93955,68,118,COMLURB - Companhia Municipal de Limpeza Urbana,COMLURB - Companhia Municipal de Limpeza Urbana,False,Serviço,280,Manejo Arbóreo,1319,Poda de árvore em logradouro,Aberto,,,,2023-04-26T00:13:00,,,D,D,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,
18516211,2023-04-01T00:14:51,,148,5,119529,37,70,GM-RIO - Guarda Municipal do Rio de Janeiro,GM-RIO - Guarda Municipal do Rio de Janeiro,False,Serviço,1393,Poluição sonora,5071,Perturbação do sossego,Em Andamento,,,2023-04-08T00:14:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,
18516214,2023-04-01T00:16:42,,148,5,119644,,8,RIOLUZ - Companhia Municipal de Energia e Iluminação,RIOLUZ - Companhia Municipal de Energia e Iluminação,False,Serviço,1,Iluminação Pública,5799,Reparo de Luminária,Aberto,,,2023-04-04T00:16:00,,,,D,F,Fora do prazo,Não Encerrado,Andamento,,0,2023-04-01,
